society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
independent,6.5,sector 43,35400.0,1836.0,Plot area 215(179.77 sq.m.)Built Up area: 215 sq.yards (179.77 sq.m.),5,4,3+,3,South-East,Moderately Old,house,,215.0,,0,1,0,1,0,2,54
m3m one key resiments,0.8,sector 67,13115.0,609.99,Built Up area: 610 (56.67 sq.m.),1,1,0,0,,Undefined,flat,,610.0,,0,0,0,0,0,0,0
ss omnia,0.42,sector 86,84000.0,50.0,Plot area 50(4.65 sq.m.),5,3,2,3,,Relatively New,house,,50.0,,0,0,0,0,0,0,0
independent,8.31,sector 57,24171.0,3438.0,Plot area 382(319.4 sq.m.),5,6,3+,4,North-East,Old Property,house,,3438.0,,1,1,1,1,0,0,34
breez global hill view,0.35,sohna road,6315.0,554.24,Carpet area: 554.16 (51.48 sq.m.),2,2,2,14,West,New Property,flat,,,554.1255719999999,0,0,0,0,0,0,53
independent,4.5,sector 43,39062.0,1152.0,Plot area 128(107.02 sq.m.),20,20,3+,4,East,Relatively New,house,,1152.0,,0,1,0,0,0,1,22
sare green parc phase 3,0.95,sector 92,4856.0,1956.34,Super Built up area 1956(181.72 sq.m.),4,3,3,4,North,Moderately Old,flat,1956.0,,,0,0,0,0,0,0,67
sbr minda sec 1 imt manesar,0.65,manesar,4259.0,1526.18,Carpet area: 1526 (141.77 sq.m.),3,2,3+,6,South,Moderately Old,flat,,,1526.0,0,0,0,0,0,0,5
shree vardhman mantra,0.56,sector 67,7000.0,800.0,Carpet area: 800 (74.32 sq.m.),2,2,1,8,,New Property,flat,,,800.0,0,0,0,0,0,0,65
experion windchants,4.25,sector 112,11294.0,3763.06,Super Built up area 3763(349.59 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),3,5,2,15,South,Relatively New,flat,3763.0,3000.0,2800.0,0,1,0,1,0,0,72
global hill view,0.36,sector 11,5150.0,699.03,Built Up area: 699 (64.94 sq.m.),2,2,0,15,,Undefined,flat,,699.0,,0,0,0,0,0,0,0
independent,1.0,sector 3 phase 3 extension,6667.0,1500.0,Built Up area: 1500 (139.35 sq.m.),1,1,0,1,,Undefined,house,,1500.0,,0,0,0,0,0,0,0
pivotal riddhi siddhi,0.5,sector 99,8517.0,587.06,Carpet area: 587 (54.53 sq.m.),2,1,2,7,,New Property,flat,,,587.0,0,0,0,0,0,0,24
godrej,1.35,sector 79,8970.0,1505.02,Super Built up area 1505(139.82 sq.m.),3,3,2,7,South-West,Relatively New,flat,1505.0,,,0,0,0,0,0,0,118
ramsons kshitij,0.28,sector 95,3650.0,767.12,Super Built up area 767(71.26 sq.m.),2,2,2,5,North-West,New Property,flat,767.0,,,0,0,0,0,1,0,0
alpha corp gurgaonone,2.24,sector 84,6523.0,3434.0,Super Built up area 3434(319.03 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4,4,3,12,West,Relatively New,flat,3434.0,,2900.0,0,1,0,0,0,0,20
ambience lagoon,4.25,sector 24,13281.0,3200.06,Super Built up area 3200(297.29 sq.m.)Carpet area: 3156 sq.ft. (293.2 sq.m.),3,4,3+,3,East,Old Property,flat,3200.0,,3156.0,0,1,1,0,0,2,131
independent,4.6,sector 31,32258.0,1426.0,Built Up area: 1426 (132.48 sq.m.)Carpet area: 1069 sq.ft. (99.31 sq.m.),2,2,2,2,East,Undefined,house,,1426.0,1069.0,0,0,0,0,0,0,0
orris aster court premier,1.5,sector 85,5859.0,2560.16,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,5,3+,6,West,New Property,flat,2560.0,2017.0,1800.0,0,1,0,0,0,2,28
ramsons kshitij,0.3,sector 95,3158.0,949.97,Built Up area: 950 (88.26 sq.m.)Carpet area: 552 sq.ft. (51.28 sq.m.),2,2,1,11,,Undefined,flat,,950.0,552.0,0,0,0,0,0,0,0
elan the presidential,3.9,sector 106,15918.0,2450.06,Built Up area: 2450 (227.61 sq.m.),3,3,0,20,,Undefined,flat,,2450.0,,0,0,0,0,0,0,66
hsiidc sidco shivalik apartments,0.85,manesar,5102.0,1666.01,Super Built up area 1666(154.78 sq.m.),3,2,2,5,,Moderately Old,flat,1666.0,,,0,0,0,0,0,0,0
dlf the ultima,3.46,sector 81,12047.0,2872.08,Super Built up area 2872(266.82 sq.m.),4,4,3+,10,East,New Property,flat,2872.0,,,0,1,0,0,0,1,161
experion heartsong,1.08,dwarka expressway,6150.0,1756.1,Built Up area: 1758 (163.32 sq.m.),3,3,0,,,Under Construction,flat,,1758.0,,0,0,0,0,0,0,0
pareena laxmi apartments,0.31,sector 99a,5904.0,525.07,Carpet area: 525 (48.77 sq.m.),2,2,2,6,East,New Property,flat,,,525.0,0,0,0,0,0,0,74
independent,10.85,sector 25,38150.0,2844.0,Plot area 316(264.22 sq.m.),6,6,1,3,North-East,Relatively New,house,,2844.0,,0,0,1,0,0,2,136
woodstock floors,1.05,sector 50,10627.0,988.05,Carpet area: 988 (91.79 sq.m.),2,2,2,2,North,Moderately Old,flat,,,988.0,0,0,0,0,0,0,53
ild grand,1.2,sector 37c,6593.0,1820.11,Super Built up area 1820(169.08 sq.m.),3,3,3,7,,Under Construction,flat,1820.0,,,0,0,0,0,0,0,24
indiabulls centrum park,1.33,sector 103,8580.0,1550.12,Super Built up area 1790(166.3 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3+,8,East,Relatively New,flat,1790.0,,1550.0,1,0,0,0,0,0,150
tulip violet,1.4,sector 69,8871.0,1578.18,Super Built up area 1578(146.6 sq.m.),3,3,2,11,North,Relatively New,flat,1578.0,,,0,0,0,1,0,0,126
independent,2.25,sector 43,7500.0,3000.0,Plot area 550(51.1 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.),11,11,3+,5,West,New Property,house,,3000.0,,0,0,0,0,1,1,28
smart world orchard,1.55,sector 61,13478.0,1150.02,Super Built up area 1150(106.84 sq.m.),2,2,1,3,,Under Construction,flat,1150.0,,,1,0,0,0,0,0,43
bestech park view grand spa,2.29,sector 81,8609.0,2660.01,Super Built up area 2660(247.12 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,10,North-East,Relatively New,flat,2660.0,,2000.0,1,1,0,0,0,1,174
ireo victory valley,3.65,sector 67,13528.0,2698.11,Super Built up area 2698(250.65 sq.m.)Built Up area: 2490 sq.ft. (231.33 sq.m.),3,4,3+,18,North,Relatively New,flat,2698.0,2490.0,,0,1,0,1,0,2,61
ss aaron ville,6.75,sector 49,15000.0,4500.0,Built Up area: 4500 (418.06 sq.m.),5,4,2,2,North,New Property,house,,4500.0,,0,0,0,0,1,0,49
dlf new town heights,1.55,sector 90,6556.0,2364.25,Super Built up area 2364(219.62 sq.m.),4,4,3+,1,South-East,Relatively New,flat,2364.0,,,0,1,0,1,0,0,81
independent,1.2,sector 105,10122.0,1186.0,Plot area 1185.51(110.14 sq.m.),6,2,1,2,North-West,Old Property,house,,1185.51,,0,0,0,0,0,0,9
ramprastha the edge towers,0.75,sector 37d,5319.0,1410.04,Built Up area: 1410 (130.99 sq.m.),2,2,3,19,,Moderately Old,flat,,1410.0,,0,0,0,0,0,0,63
independent,2.4,sector 23,12000.0,2000.0,Plot area 2000(185.81 sq.m.),3,3,2,2,North-East,Moderately Old,house,,2000.0,,0,0,1,1,0,0,28
pivotal devaan,0.34,sector 84,5831.0,583.09,Super Built up area 583(54.16 sq.m.)Carpet area: 484 sq.ft. (44.97 sq.m.),2,2,1,3,East,Relatively New,flat,583.0,,484.0,0,0,1,0,0,0,75
experion the heartsong,1.3,sector 108,8344.0,1558.01,Super Built up area 1758(163.32 sq.m.)Carpet area: 1558 sq.ft. (144.74 sq.m.),3,3,3+,7,South-West,Relatively New,flat,1758.0,,1558.0,1,0,0,0,0,0,150
umang monsoon breeze,0.9,sector 78,4615.0,1950.16,Super Built up area 1950(181.16 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1854 sq.ft. (172.24 sq.m.),3,3,2,1,,Moderately Old,flat,1950.0,1900.0,1854.0,0,1,0,1,0,0,65
signature global park,0.78,sohna road,6404.0,1217.99,Carpet area: 1210 (112.41 sq.m.),3,3,3,1,South-East,Relatively New,flat,,,1210.0,0,0,0,1,0,0,150
godrej summit,1.2,sector 104,8298.0,1446.13,Carpet area: 1446 (134.34 sq.m.),3,2,3+,16,,Relatively New,flat,,,1446.0,1,0,0,1,0,2,142
raheja vedaanta,0.65,sector 108,4761.0,1365.26,Super Built up area 1365(126.81 sq.m.),2,2,2,5,East,Relatively New,flat,1365.0,,,0,0,0,1,0,2,174
smart world orchard,1.7,sector 61,15000.0,1133.33,Carpet area: 1150 (106.84 sq.m.),2,2,2,4,,Under Construction,flat,,,1150.0,0,0,0,0,0,0,24
vatika lifestyle homes,1.15,sector 83,6552.0,1755.19,Super Built up area 1755(163.04 sq.m.),3,2,3,15,,Relatively New,flat,1755.0,,,0,0,0,0,0,0,37
signature global park,0.54,sohna road,6331.0,852.95,Carpet area: 845 (78.5 sq.m.),2,2,2,4,West,Relatively New,flat,,,845.0,0,0,0,1,0,0,159
pioneer araya,9.2,sector 62,19943.0,4613.15,Super Built up area 4613(428.56 sq.m.)Carpet area: 3203 sq.ft. (297.57 sq.m.),4,6,3,5,South,Relatively New,flat,4613.0,,3203.0,0,1,0,1,0,2,156
sare homes,0.8,sector 92,5252.0,1523.23,Carpet area: 1523 (141.49 sq.m.),3,3,3,7,North-West,Relatively New,flat,,,1523.0,1,0,0,0,0,2,80
independent,5.5,sector 23,13095.0,4200.0,Plot area 4200(390.19 sq.m.),9,9,3+,3,South,Moderately Old,house,,4200.0,,0,1,0,0,1,2,0
hcbs sports ville,0.29,sohna road,5587.0,519.06,Carpet area: 519 (48.22 sq.m.),2,2,1,4,,Relatively New,flat,,,519.0,0,0,0,0,0,0,44
ramprastha the edge towers,1.1,sector 37d,5528.0,1989.87,Built Up area: 1990 (184.88 sq.m.),3,3,3,9,,Undefined,flat,,1990.0,,0,0,0,0,0,0,63
tulip violet,1.55,sector 69,9822.0,1578.09,Super Built up area 1578(146.6 sq.m.),3,3,2,5,North-East,Relatively New,flat,1578.0,,,0,0,0,1,0,0,99
independent,4.5,sector 24,33333.0,1350.0,Plot area 163(136.29 sq.m.)Built Up area: 160 sq.yards (133.78 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),10,8,3+,4,East,Relatively New,house,,160.0,150.0,0,1,1,0,0,2,56
dlf regal gardens,1.78,sector 90,8040.0,2213.93,Super Built up area 2215(205.78 sq.m.),4,4,3+,12,North-East,Relatively New,flat,2215.0,,,0,0,0,0,0,0,61
whiteland blissville,1.92,sector 76,11794.0,1627.95,Built Up area: 1628 (151.25 sq.m.),3,3,2,3,,Undefined,flat,,1628.0,,0,0,0,0,0,0,61
gls arawali homes,0.3,sohna road,4687.0,640.07,Carpet area: 640 (59.46 sq.m.),2,2,2,4,,Relatively New,flat,,,640.0,0,0,0,0,0,0,42
shree vardhman victoria,1.65,sector 70,8461.0,1950.12,Carpet area: 1950 (181.16 sq.m.),3,3,2,6,North-West,Relatively New,flat,,,1950.0,1,0,0,0,0,0,72
dlf gardencity enclave,1.3,sector 93,11284.0,1152.0,Plot area 1152(107.02 sq.m.),3,2,1,3,,Relatively New,house,,1152.0,,0,0,0,0,0,0,50
bptp terra,1.65,sector 37d,8790.0,1877.13,Super Built up area 1877(174.38 sq.m.),3,3,2,15,East,Relatively New,flat,1877.0,,,0,0,0,0,0,0,116
uppal southend,6.75,sector 49,290948.0,232.0,Plot area 232(21.55 sq.m.),12,12,3+,,West,Moderately Old,house,,232.0,,1,1,0,1,1,2,49
tulip petals,1.1,sector 89,7097.0,1549.95,Built Up area: 1550 (144 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,2,3,4,,Undefined,flat,,1550.0,1320.0,0,0,0,0,0,0,0
shree vardhman flora,0.9,sector 90,4615.0,1950.16,Super Built up area 1950(181.16 sq.m.),3,4,3,4,South-West,Relatively New,flat,1950.0,,,0,1,0,0,0,0,165
pivotal devaan,0.37,sector 84,6346.0,583.04,Super Built up area 583(54.16 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2,2,1,5,North-West,Relatively New,flat,583.0,,483.0,0,0,0,0,0,0,73
dlf express greens,1.5,manesar,6358.0,2359.23,Super Built up area 2359(219.16 sq.m.),4,5,3+,10,East,New Property,flat,2359.0,,,0,1,0,0,0,0,32
bptp astaire gardens,6.5,sector 70a,27871.0,2332.0,Plot area 299(250 sq.m.),4,4,3+,2,North-East,New Property,house,,299.0,,1,1,0,1,0,2,160
bestech park view residency,1.51,sector 2,7869.0,1918.92,Super Built up area 1920(178.37 sq.m.),3,4,3+,7,South-West,Moderately Old,flat,1920.0,,,0,1,0,0,0,2,84
not applicable,0.65,sector 4,13000.0,500.0,Plot area 500(46.45 sq.m.),2,1,1,3,East,Moderately Old,house,,500.0,,0,0,0,0,0,0,7
indiabulls enigma,3.79,sector 110,9895.0,3830.22,Super Built up area 3830(355.82 sq.m.),5,5,3,4,South-West,Relatively New,flat,3830.0,,,0,1,0,0,1,0,125
aipl the peaceful homes,2.3,sector 70a,10697.0,2150.14,Super Built up area 2150(199.74 sq.m.),3,3,3,3,North-East,Relatively New,flat,2150.0,,,0,0,1,0,0,2,124
emaar mgf emerald floors premier,2.8,sector 65,16969.0,1650.07,Super Built up area 1975(183.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,4,3,2,North,Relatively New,flat,1975.0,1800.0,1650.0,1,0,0,0,0,2,89
independent,1.2,sector 7,11194.0,1072.0,Built Up area: 1072 (99.59 sq.m.),5,4,2,3,,Undefined,house,,1072.0,,0,0,0,0,0,0,0
conscient elevate,6.75,sector 59,19882.0,3395.03,Super Built up area 3395(315.41 sq.m.)Carpet area: 1855 sq.ft. (172.34 sq.m.),4,4,2,10,,New Property,flat,3395.0,,1855.0,0,1,0,0,0,0,31
suncity vatsal valley,1.53,gwal pahari,10699.0,1430.04,Carpet area: 1430 (132.85 sq.m.),3,3,3,2,North-East,New Property,flat,,,1430.0,0,0,0,0,0,2,117
eldeco mansionz,6.4,sector 48,23704.0,2700.0,Plot area 365(305.19 sq.m.)Built Up area: 366 sq.yards (306.02 sq.m.),4,4,3,3,West,Moderately Old,house,,366.0,,0,1,1,0,0,2,151
adani brahma samsara vilasa,4.49,sector 63,14254.0,3149.99,Carpet area: 350 (292.64 sq.m.),4,4,3+,3,North,New Property,flat,,,350.0,0,0,0,0,0,2,96
vatika city,2.1,sector 49,10418.0,2015.74,Super Built up area 2015.58(187.25 sq.m.)Built Up area: 1604.25 sq.ft. (149.04 sq.m.),3,3,3,9,South,Moderately Old,flat,2015.58,1604.25,,0,0,0,1,0,2,132
sidhartha ncr one phase,0.46,sector 95,4646.0,990.1,Built Up area: 990 (91.97 sq.m.),2,2,0,6,,Undefined,flat,,990.0,,0,0,0,0,0,0,0
independent,12.0,sector 28,42194.0,2844.0,Plot area 316(264.22 sq.m.),4,5,3+,4,East,Relatively New,house,,2844.0,,0,1,1,1,0,2,60
independent,2.8,sector 23,161849.0,173.0,Plot area 173(16.07 sq.m.)Built Up area: 160 sq.ft. (14.86 sq.m.)Carpet area: 150 sq.ft. (13.94 sq.m.),5,5,3+,2,North-East,Old Property,house,,160.0,150.0,0,0,0,1,0,2,74
gls avenue 51,0.21,sector 92,6953.0,302.03,Carpet area: 302 (28.06 sq.m.),1,1,1,0,South-East,Relatively New,flat,,,302.0,0,0,0,0,0,0,63
godrej oasis,1.4,sector 88a,7567.0,1850.14,Super Built up area 1850(171.87 sq.m.),3,3,3+,4,East,Relatively New,flat,1850.0,,,0,0,0,0,0,2,38
signature global park,0.9,sohna road,8035.0,1120.1,Super Built up area 1120(104.05 sq.m.),3,2,2,2,South,Under Construction,flat,1120.0,,,0,0,0,0,0,0,144
milan cghs 9,2.0,sector 39,8333.0,2400.1,Built Up area: 2400 (222.97 sq.m.),3,3,3+,0,,Undefined,flat,,2400.0,,0,0,0,0,0,0,0
independent,4.75,sector 22,20068.0,2367.0,Plot area 263(219.9 sq.m.)Built Up area: 261 sq.yards (218.23 sq.m.)Carpet area: 259 sq.yards (216.56 sq.m.),7,5,3+,3,South-West,Old Property,house,,261.0,259.0,0,0,0,1,1,2,49
godrej,2.0,sector 79,8453.0,2366.02,Carpet area: 2366 (219.81 sq.m.),3,4,3+,2,North-East,Relatively New,flat,,,2366.0,0,1,0,0,0,2,156
emaar gurgaon greens,1.45,sector 102,8787.0,1650.17,Super Built up area 1650(153.29 sq.m.),3,3,3,7,North-East,Relatively New,flat,1650.0,,,0,1,0,0,0,0,159
m3m skycity,2.0,sector 65,15267.0,1310.02,Super Built up area 1310(121.7 sq.m.),2,2,2,16,East,New Property,flat,1310.0,,,0,0,0,0,0,2,174
vatika lifestyle homes,1.05,sector 83,7500.0,1400.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,2,2,1,South-West,Moderately Old,flat,1755.0,1600.0,1400.0,0,0,0,0,0,2,106
umang monsoon breeze,0.69,sector 78,5390.0,1280.15,Carpet area: 1280 (118.92 sq.m.),2,2,2,11,,Moderately Old,flat,,,1280.0,0,0,0,0,0,0,60
unitech greenwood city,,sector 45,,,Plot area 240(200.67 sq.m.),9,9,3+,3,South-East,Relatively New,house,,240.0,,1,1,0,0,0,1,110
dlf regal gardens,1.29,sector 90,9020.0,1430.16,Super Built up area 1702(158.12 sq.m.)Built Up area: 1540 sq.ft. (143.07 sq.m.)Carpet area: 1430 sq.ft. (132.85 sq.m.),3,3,3,7,East,Relatively New,flat,1702.0,1540.0,1430.0,1,0,0,0,0,0,174
chd avenue,0.79,sector 71,6594.0,1198.06,Super Built up area 1198(111.3 sq.m.),2,2,2,8,South-East,Relatively New,flat,1198.0,,,0,0,0,0,1,0,0
unitech escape,12.0,sector 50,37037.0,3240.0,Carpet area: 360 (301.01 sq.m.),5,6,3+,3,East,Undefined,house,,,360.0,0,0,0,0,0,0,66
siddhartha apartment,1.1,sector 95,4327.0,2542.18,Carpet area: 2542 (236.16 sq.m.),4,3,3,9,North,Relatively New,flat,,,2542.0,0,1,0,0,1,0,22
the castle society,2.0,sector 56,8695.0,2300.17,Super Built up area 2300(213.68 sq.m.),4,4,2,4,,Under Construction,flat,2300.0,,,0,0,0,0,0,0,0
dlf city plots,4.0,sector 26,40775.0,981.0,Plot area 109(91.14 sq.m.),4,3,2,2,,Relatively New,house,,981.0,,0,0,0,0,0,2,0
ss the coralwood,1.1,sector 84,5820.0,1890.03,Super Built up area 1890(175.59 sq.m.),3,3,3+,12,East,Moderately Old,flat,1890.0,,,0,0,0,0,0,2,104
emaar gurgaon greens,1.35,sector 102,8181.0,1650.17,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,5,North-West,Relatively New,flat,1650.0,,1022.58,0,1,0,0,0,0,119
godrej summit,1.1,sector 104,8669.0,1268.89,Super Built up area 1269(117.89 sq.m.),2,2,3,16,East,Under Construction,flat,1269.0,,,0,0,0,0,1,0,88
corona optus,1.25,sector 37c,7175.0,1742.16,Super Built up area 1735(161.19 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,2,North-West,Relatively New,flat,1735.0,,1400.0,1,0,0,0,0,0,49
sare crescent parc royal greens phase 1,0.5,sector 92,5000.0,1000.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 999 sq.ft. (92.81 sq.m.),2,2,3,2,North-East,Undefined,flat,,1000.0,999.0,0,0,0,0,0,0,0
malibu towers,2.45,sector 47,10698.0,2290.15,Carpet area: 2290 (212.75 sq.m.),3,4,2,1,,Old Property,flat,,,2290.0,1,0,0,0,0,2,42
experion the heartsong,1.55,sector 108,7738.0,2003.1,Super Built up area 2003(186.08 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3+,7,North-East,Relatively New,flat,2003.0,1750.0,1550.0,0,1,0,1,0,2,174
ats tourmaline,2.25,sector 109,8704.0,2585.02,Super Built up area 2585(240.15 sq.m.),3,4,3,14,North-East,Relatively New,flat,2585.0,,,0,1,0,0,0,0,101
dlf regency park,2.25,sector 28,14516.0,1550.01,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,2,16,West,Old Property,flat,1777.0,1700.0,1550.0,0,1,0,0,0,0,89
pareena mi casa,1.7,sector 68,8500.0,2000.0,Super Built up area 1999(185.71 sq.m.),4,4,3+,23,,New Property,flat,1999.0,,,0,0,0,0,0,0,88
signature global park,0.65,sohna road,5637.0,1153.1,Super Built up area 1153(107.12 sq.m.),2,2,2,2,North-West,Relatively New,flat,1153.0,,,0,0,0,1,0,0,118
independent,1.2,sector 11,4444.0,2700.0,Built Up area: 300 (250.84 sq.m.),7,3,0,3,,Undefined,house,,300.0,,0,0,0,0,0,0,0
independent,5.65,sector 46,23870.0,2367.0,Plot area 263(219.9 sq.m.),8,6,3+,3,South-West,Moderately Old,house,,2367.0,,0,1,0,0,0,2,67
dlf new town heights,1.25,sector 86,6476.0,1930.2,Super Built up area 1930(179.3 sq.m.),3,4,3+,2,South-West,Relatively New,flat,1930.0,,,0,1,0,1,0,0,65
experion windchants,2.8,sector 112,11470.0,2441.15,Super Built up area 2441(226.78 sq.m.)Built Up area: 1939.03 sq.ft. (180.14 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2,3,2,9,South-East,Relatively New,flat,2441.0,1939.03,1800.0,1,1,0,0,0,0,137
godrej nature plus,1.15,sector 33,11558.0,994.98,Carpet area: 92.44,2,2,2,15,,Under Construction,flat,,,92.44,0,0,0,0,0,0,38
independent,2.8,sector 55,18667.0,1500.0,Built Up area: 1500 (139.35 sq.m.),4,4,0,2,,Undefined,house,,1500.0,,0,0,0,0,0,0,0
ansal housing highland park,0.8,sector 103,5878.0,1361.01,Super Built up area 1361(126.44 sq.m.)Built Up area: 1089 sq.ft. (101.17 sq.m.)Carpet area: 705 sq.ft. (65.5 sq.m.),2,2,3,3,East,New Property,flat,1361.0,1089.0,705.0,0,0,0,1,0,0,174
orchid petals,2.35,sector 49,11559.0,2033.05,Super Built up area 2033(188.87 sq.m.)Built Up area: 2030 sq.ft. (188.59 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,3,3,15,West,Relatively New,flat,2033.0,2030.0,1750.0,0,0,0,0,1,0,49
independent,1.5,sector 3,10288.0,1458.0,Plot area 162(135.45 sq.m.)Built Up area: 210 sq.yards (175.59 sq.m.),3,3,0,,,Old Property,house,,210.0,,0,0,0,0,0,0,0
m3m soulitude,1.28,sector 89,8827.0,1450.1,Carpet area: 1450 (134.71 sq.m.),3,3,2,4,,Under Construction,flat,,,1450.0,1,0,0,0,0,0,114
dlf the skycourt,1.5,sector 86,7776.0,1929.01,Super Built up area 1929(179.21 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1330 sq.ft. (123.56 sq.m.),3,3,1,15,South-East,Relatively New,flat,1929.0,1550.0,1330.0,0,0,0,0,0,0,159
shapoorji pallonji joyville gurugram,1.4,sector 102,11666.0,1200.07,Super Built up area 1368(127.09 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,0,North,Relatively New,flat,1368.0,,1200.0,0,0,0,0,0,0,80
unitech aspen greens,7.0,sector 50,32407.0,2160.0,Plot area 240(200.67 sq.m.),4,4,2,2,East,Old Property,house,,2160.0,,0,1,0,0,0,0,29
ashiana mulberry,0.74,sohna road,6200.0,1193.55,Carpet area: 1210 (112.41 sq.m.),2,2,3+,12,North-West,New Property,flat,,,1210.0,0,0,0,0,0,0,67
tulip violet,1.78,sector 69,8855.0,2010.16,Super Built up area 2010(186.74 sq.m.),4,4,2,10,North-East,Relatively New,flat,2010.0,,,0,0,0,1,0,2,156
sare green parc,0.75,sector 92,4820.0,1556.02,Built Up area: 1556 (144.56 sq.m.)Carpet area: 1261 sq.ft. (117.15 sq.m.),3,2,2,16,,Undefined,flat,,1556.0,1261.0,0,0,0,0,0,0,0
smriti apartment,0.6,sector 56,10000.0,600.0,Super Built up area 600(55.74 sq.m.),1,1,1,2,,Moderately Old,flat,600.0,,,0,0,0,0,0,0,49
emaar gurgaon greens,1.49,sector 102,9030.0,1650.06,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,10,North-East,Relatively New,flat,1650.0,,1022.58,0,0,0,0,0,2,159
bestech park view residency,0.56,sector 2,8553.0,654.74,Carpet area: 650 (60.39 sq.m.),1,1,2,7,South-West,Moderately Old,flat,,,650.0,0,0,0,0,0,0,92
unitech uniworld resorts,11.5,sector 33,24573.0,4680.0,Plot area 520(434.79 sq.m.),5,6,3+,4,East,Relatively New,house,,4680.0,,0,1,0,0,0,0,84
dlf royalton tower,6.2,sector 43,20687.0,2997.05,Super Built up area 2997(278.43 sq.m.),4,4,3+,9,,Moderately Old,flat,2997.0,,,0,1,0,0,0,0,7
central park flower valley,2.2,sector 33,10476.0,2100.04,Super Built up area 2100(195.1 sq.m.),3,3,3,12,North-East,New Property,flat,2100.0,,,0,1,0,0,0,2,49
independent,0.37,sector 3,7916.0,467.0,Built Up area: 480 (44.59 sq.m.),1,1,1,1,,Relatively New,house,,480.0,,0,0,0,0,0,0,0
independent,2.25,sector 13,6944.0,3240.0,Carpet area: 360 (301.01 sq.m.),10,10,2,1,East,Undefined,house,,,360.0,0,0,0,0,0,0,0
independent,3.5,sector 9,13410.0,2610.0,Plot area 290(242.48 sq.m.),9,9,3+,3,North-East,Relatively New,house,,2610.0,,1,0,0,0,0,0,23
orris aster court premier,1.25,sector 85,5896.0,2120.08,Super Built up area 2120(196.95 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,4,2,5,North,Relatively New,flat,2120.0,1900.0,1800.0,0,1,0,0,0,2,174
tata primanti,4.0,sector 72,13769.0,2905.08,Super Built up area 2905(269.88 sq.m.),4,5,2,7,South-East,Moderately Old,flat,2905.0,,,0,1,0,0,0,0,38
"m m residency, krishna colony, gurgaon",0.54,sector 7,5888.0,917.12,Carpet area: 900 (83.61 sq.m.),2,2,1,3,East,Relatively New,flat,,,900.0,0,0,0,0,0,0,70
m3m skywalk,2.7,sector 74,13379.0,2018.09,Super Built up area 2018(187.48 sq.m.),3,3,3,13,,New Property,flat,2018.0,,,0,0,1,0,0,0,92
independent,1.6,sector 8,28674.0,558.0,Plot area 62(51.84 sq.m.),4,6,1,3,,Relatively New,house,,558.0,,0,0,0,0,0,0,0
independent,7.0,sector 82,21605.0,3240.0,Plot area 360(301.01 sq.m.),4,4,3+,1,North-East,Relatively New,house,,3240.0,,1,1,0,1,0,2,49
tulip violet,1.68,sector 69,8348.0,2012.46,Super Built up area 2010(186.74 sq.m.),4,4,2,1,South-West,Relatively New,flat,2010.0,,,0,0,0,1,0,0,102
