society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
emaar mgf emerald floors premier,2.25,sector 65,13636.0,1650.04,Super Built up area 1650(153.29 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,3.0,South-West,Relatively New,flat,1650.0,1600.0,1350.0,1,1,0,0,0,2,49,550.0133333333333
ss,2.09,sector 85,7432.0,2812.16,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,8.0,South-East,Relatively New,flat,2812.0,2600.0,2400.0,1,1,0,1,0,0,49,703.04
dlf regency park,1.6,sector 28,14545.0,1100.03,Carpet area: 1100 (102.19 sq.m.),2,2,2,3.0,North,Relatively New,flat,,,1100.0,0,0,0,0,0,0,52,550.015
bestech park view grand spa,4.5,sector 81,10714.0,4200.11,Super Built up area 4200(390.19 sq.m.),4,6,3+,17.0,,Relatively New,flat,4200.0,,,0,1,0,0,0,2,44,1050.0275
ireo uptown,2.4,sector 66,13064.0,1837.11,Super Built up area 1837(170.66 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,2,3,5.0,North-East,Relatively New,flat,1837.0,1700.0,1600.0,0,1,0,0,0,2,156,612.37
spaze privy at,1.2,sector 84,7453.0,1610.09,Super Built up area 1610(149.57 sq.m.),2,2,3,3.0,,Relatively New,flat,1610.0,,,1,0,0,0,0,2,133,805.045
independent,1.85,sector 1,16003.0,1156.0,Carpet area: 1156 (107.4 sq.m.),4,3,2,3.0,,Undefined,house,,,1156.0,0,0,0,0,0,0,0,289.0
signature global solera,0.28,sector 107,5828.0,480.44,Carpet area: 489 (45.43 sq.m.),2,2,2,0.0,North-East,Relatively New,flat,,,489.0,0,0,0,0,0,0,45,240.22
sapphire eighty three,0.4,sector 83,8547.0,468.0,Carpet area: 468 (43.48 sq.m.),1,1,1,6.0,North-East,Relatively New,flat,,,468.0,0,0,0,0,0,1,52,468.0
ss the leaf,1.78,sector 85,7392.0,2408.01,Super Built up area 2408(223.71 sq.m.),3,4,3+,6.0,West,New Property,flat,2408.0,,,0,0,1,0,0,0,113,802.6700000000001
zara aavaas,0.22,sector 104,7302.0,301.29,Carpet area: 301.28 (27.99 sq.m.),1,2,2,2.0,,New Property,flat,,,301.28156099999995,0,0,0,0,0,0,60,301.29
bptp astaire gardens,1.7,sector 70a,8947.0,1900.08,Carpet area: 1900 (176.52 sq.m.),4,3,3,1.0,North-East,Relatively New,flat,,,1900.0,0,0,0,0,0,2,49,475.02
oriental valley chs,1.5,sector 9a,8108.0,1850.02,Carpet area: 1850 (171.87 sq.m.),4,3,3+,8.0,,Moderately Old,flat,,,1850.0,0,0,0,0,0,0,35,462.505
zara aavaas,0.49,sector 104,6577.0,745.02,Super Built up area 745(69.21 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),3,2,2,7.0,,Under Construction,flat,745.0,,645.0,0,0,0,0,0,0,74,248.34
eldeco accolade,0.85,sohna road,6724.0,1264.13,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2,2,3,10.0,,New Property,flat,1264.0,,730.0,0,0,0,0,0,0,72,632.065
dlf exclusive floors,2.35,sector 43,14242.0,1650.05,Super Built up area 1650(153.29 sq.m.)Carpet area: 1405 sq.ft. (130.53 sq.m.),3,3,2,1.0,North-East,Old Property,flat,1650.0,,1405.0,0,0,1,0,0,2,102,550.0166666666667
signature global city,1.27,sector 37d,8089.0,1570.0,Plot area 1570(145.86 sq.m.),3,3,3,4.0,East,Under Construction,house,,1570.0,,0,0,0,1,0,0,89,523.3333333333334
international city by sobha phase 2,11.3,sector 109,25111.0,4500.0,Plot area 500(418.06 sq.m.)Built Up area: 480 sq.yards (401.34 sq.m.)Carpet area: 460 sq.yards (384.62 sq.m.),7,5,3+,4.0,East,Relatively New,house,,480.0,460.0,1,1,0,1,1,0,49,642.8571428571429
independent,2.15,sector 40,23889.0,900.0,Plot area 100(83.61 sq.m.),3,3,3,3.0,,Moderately Old,house,,900.0,,1,0,1,1,0,0,45,300.0
satya the hermitage,0.89,sector 103,6137.0,1450.22,Super Built up area 1450(134.71 sq.m.)Carpet area: 1081 sq.ft. (100.43 sq.m.),2,3,3,1.0,,Relatively New,flat,1450.0,,1081.0,0,1,0,0,0,2,75,725.11
independent,0.92,sector 3,15257.0,603.0,Built Up area: 603 (56.02 sq.m.),4,1,0,1.0,,Undefined,house,,603.0,,0,0,0,0,0,0,0,150.75
supertech araville,1.35,sector 79,6940.0,1945.24,Carpet area: 1945 (180.7 sq.m.),3,3,3,4.0,,Relatively New,flat,,,1945.0,0,0,0,0,0,0,0,648.4133333333333
independent,5.5,sector 46,23061.0,2385.0,Plot area 265(221.57 sq.m.),8,8,3+,3.0,,Moderately Old,house,,2385.0,,1,0,0,0,1,2,32,298.125
vatika the seven lamps,1.37,sector 82,8753.0,1565.18,Super Built up area 2160(200.67 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1565 sq.ft. (145.39 sq.m.),3,3,3,11.0,South,Relatively New,flat,2160.0,2000.0,1565.0,1,1,0,1,0,2,145,521.7266666666667
hero homes,1.95,sector 104,21196.0,920.0,Plot area 920(85.47 sq.m.),3,5,3+,2.0,,Moderately Old,house,,920.0,,0,0,0,0,0,0,64,306.6666666666667
independent,1.7,sector 12,8000.0,2125.0,Built Up area: 2000 (185.81 sq.m.),5,5,3,3.0,,Moderately Old,house,,2000.0,,0,0,0,1,1,0,9,425.0
godrej summit,1.75,sector 104,7530.0,2324.04,Carpet area: 2324 (215.91 sq.m.),4,5,3+,1.0,,New Property,flat,,,2324.0,0,1,0,0,0,0,60,581.01
ansal housing highland park,0.8,sector 103,5878.0,1361.01,Built Up area: 1361 (126.44 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),2,2,2,9.0,South-East,Undefined,flat,,1361.0,1300.0,0,0,0,0,0,0,0,680.505
cghs vidya enclave,1.7,sector 56,10967.0,1550.1,Super Built up area 1600(148.64 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,2,3,6.0,,Old Property,flat,1600.0,,1550.0,0,0,1,0,0,0,101,516.6999999999999
bestech park view residency,0.56,sector 2,8632.0,648.75,Carpet area: 651 (60.48 sq.m.),1,1,2,6.0,South,Moderately Old,flat,,,651.0,0,0,0,0,0,0,77,648.75
vatika gurgaon,1.15,sector 83,5808.0,1980.03,Super Built up area 1980(183.95 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1308 sq.ft. (121.52 sq.m.),3,3,2,3.0,South,Relatively New,flat,1980.0,1350.0,1308.0,1,1,1,1,0,2,165,660.01
unitech aspen greens,6.8,sector 50,31481.0,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 220 sq.yards (183.95 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),4,5,3,3.0,West,Old Property,house,,220.0,200.0,1,1,0,0,0,2,111,540.0
bptp terra,2.08,sector 37d,10000.0,2080.0,Super Built up area 2443(226.96 sq.m.),4,4,3,0.0,North-East,New Property,flat,2443.0,,,1,1,0,1,0,0,121,520.0
dlf regal gardens,1.76,sector 90,7945.0,2215.23,Super Built up area 2215(205.78 sq.m.)Built Up area: 2020 sq.ft. (187.66 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),4,4,3+,8.0,North,Relatively New,flat,2215.0,2020.0,1670.0,0,0,0,0,0,2,135,553.8075
today callidora,0.9,sector 73,5548.0,1622.21,Built Up area: 1622 (150.69 sq.m.),3,3,3,3.0,East,Under Construction,flat,,1622.0,,0,1,0,0,0,0,63,540.7366666666667
dlf the ultima,3.45,sector 81,12012.0,2872.13,Super Built up area 2872(266.82 sq.m.),4,4,3+,10.0,East,New Property,flat,2872.0,,,0,1,0,0,0,1,165,718.0325
