society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
m3m skywalk,2.2,sector 74,10901.0,3,3,3,12.0,New Property,flat,1826.0,1,0,0,0,0,2,15,"28.4158° N, 77.0118° E",28.4158,77.0118
bestech park view grand spa,2.4,sector 81,9022.0,3,4,3+,8.0,New Property,flat,2407.0,1,1,0,0,0,2,167,"28.3867° N, 76.9485° E",28.3867,76.9485
vatika emilia floors,0.6,sector 83,5714.0,2,2,2,1.0,Relatively New,flat,990.0,0,0,0,0,0,2,167,"28.3986° N, 76.9647° E",28.3986,76.9647
pivotal riddhi siddhi,0.72,sector 99,947.0,2,2,2,12.0,Relatively New,flat,784.0,0,0,1,0,0,0,31,"28.4640° N, 76.9614° E",28.464,76.9614
bestech park view ananda,0.95,sector 81,6985.0,2,2,2,13.0,Relatively New,flat,1150.0,0,0,0,0,0,2,167,"28.3867° N, 76.9485° E",28.3867,76.9485
bptp terra,1.17,sector 37d,8297.0,2,2,2,0.0,Relatively New,flat,1276.0,0,0,0,0,0,0,107,"28.4478° N, 76.9703° E",28.4478,76.9703
m3m woodshire,0.8,sector 107,5856.0,2,2,3+,14.0,New Property,flat,1236.0,0,0,0,0,0,0,67,"28.5052° N, 76.9729° E",28.5052,76.9729
paras dews,1.34,sector 106,9550.0,4,5,3+,7.0,Relatively New,flat,1535.0,0,1,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
bestech park view residency,1.5,sector 2,7825.0,3,4,3+,10.0,Moderately Old,flat,1738.0,0,1,0,0,0,0,93,"28.5095° N, 77.0320° E",28.5095,77.032
la vida by tata housing,2.48,sector 113,14090.0,3,3,3+,8.0,New Property,flat,1980.0,0,1,0,0,0,0,79,"28.5287° N, 77.0233° E",28.5287,77.0233
shree vardhman victoria,1.15,sector 70,8518.0,2,2,3,8.0,Relatively New,flat,1222.0,1,0,0,0,1,0,49,"28.3968° N, 77.0233° E",28.3968,77.0233
silverglades hightown residences,4.2,sector 43,19767.0,3,4,2,7.0,Under Construction,flat,2124.75,0,0,0,0,0,0,42,"28.4629° N, 77.0772° E",28.4629,77.0772
tata primanti,3.5,sector 72,11428.0,4,5,3+,16.0,Relatively New,flat,2625.0,0,1,0,0,1,0,31,"28.4225° N, 77.0211° E",28.4225,77.0211
puri diplomatic greens,3.5,sector 111,11864.0,4,5,3+,10.0,Relatively New,flat,2700.0,0,1,0,0,0,2,49,"28.5238° N, 77.0320° E",28.5238,77.032
independent,3.1,sector 7,13778.0,3,3,2,2.0,Old Property,house,2250.0,0,0,0,0,0,0,22,"28.4644° N, 77.0143° E",28.4644,77.0143
ireo uptown,4.85,sector 66,12999.0,4,4,3+,15.0,Relatively New,flat,3500.0,1,1,1,1,0,2,156,"28.3925° N, 77.0541° E",28.3925,77.0541
shree vardhman flora,0.65,sector 90,4814.0,2,2,3,6.0,Relatively New,flat,1222.0,1,0,0,0,0,0,174,"28.4085° N, 76.9369° E",28.4085,76.9369
krrish provence estate,5.25,gwal pahari,9051.0,4,5,3+,2.0,New Property,flat,5249.0,1,1,0,1,0,0,49,"28.4484° N, 77.0210° E",28.4484,77.021
independent,7.0,sector 39,10000.0,10,11,3+,4.0,Relatively New,house,7000.0,0,0,0,1,0,1,38,"28.4434° N, 77.0515° E",28.4434,77.0515
ireo uptown,1.5,sector 66,11219.0,2,3,3,1.0,Relatively New,flat,1330.0,0,1,0,0,1,2,79,"28.3925° N, 77.0541° E",28.3925,77.0541
spaze privy at,1.35,sector 84,9642.0,3,3,3,7.0,Relatively New,flat,1750.0,0,0,0,1,0,0,90,"28.3979° N, 76.9736° E",28.3979,76.9736
m3m the marina,1.0,sector 68,12500.0,2,2,3,21.0,Relatively New,flat,889.0,0,0,0,0,0,0,31,"28.3853° N, 77.0484° E",28.3853,77.0484
vipul tatvam villa,19.5,sector 48,22222.0,5,6,3,2.0,Moderately Old,house,8775.0,1,1,1,1,0,2,110,"28.4177° N, 77.0359° E",28.4177,77.0359
independent,0.7,sector 2,7778.0,1,1,0,1.0,Moderately Old,house,900.0,0,0,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
saan verdante,2.0,sector 95,10178.0,3,4,3+,5.0,New Property,flat,1964.0,0,1,0,0,0,0,49,"28.4172° N, 76.9081° E",28.4172,76.9081
independent,1.65,sector 9,18333.0,2,3,0,3.0,Old Property,house,900.0,0,0,0,0,0,0,0,"28.4603° N, 77.0000° E",28.4603,77.0
ss the leaf,1.18,sector 85,10727.0,2,2,3,9.0,Relatively New,flat,1700.0,1,0,0,0,0,2,150,"28.4042° N, 76.9513° E",28.4042,76.9513
prime habitat,0.27,sector 99a,6049.0,2,2,1,10.0,Relatively New,flat,498.0,0,0,0,0,0,0,67,"28.4561° N, 76.9542° E",28.4561,76.9542
bestech park view ananda,1.15,sector 81,6927.0,3,2,3+,6.0,Relatively New,flat,1463.0,1,0,0,0,0,2,104,"28.3867° N, 76.9485° E",28.3867,76.9485
godrej oasis,1.15,sector 88a,7116.0,2,2,3,14.0,Relatively New,flat,1380.0,1,0,0,1,0,0,174,"28.4347° N, 76.9557° E",28.4347,76.9557
chd avenue,0.98,sector 71,6049.0,3,3,3,0.0,Moderately Old,flat,1466.0,1,0,0,0,0,0,65,"28.4104° N, 77.0281° E",28.4104,77.0281
paras dews,1.32,sector 106,5605.0,4,5,3+,11.0,Relatively New,flat,1535.0,0,1,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
sunischit apartments,1.75,sector 54,7954.0,3,3,3+,6.0,Moderately Old,flat,2100.0,0,1,0,0,0,2,126,"28.4348° N, 77.1089° E",28.4348,77.1089
bestech park view ananda,0.87,sector 81,7951.0,2,2,3,8.0,Relatively New,flat,1300.0,0,0,0,0,0,2,95,"28.3867° N, 76.9485° E",28.3867,76.9485
ireo victory valley,2.95,sector 67,12110.0,3,3,3+,14.0,Moderately Old,flat,2236.0,0,1,0,1,0,2,165,"28.3859° N, 77.0608° E",28.3859,77.0608
bestech park view residency,0.95,sector 2,6709.0,2,2,3,10.0,Old Property,flat,1573.0,0,0,0,0,0,2,88,"28.5095° N, 77.0320° E",28.5095,77.032
m3m urbana,0.95,sector 67,10895.0,1,1,1,17.0,Relatively New,flat,826.0,0,0,0,0,0,0,49,"28.3859° N, 77.0608° E",28.3859,77.0608
shree krishna homes,0.48,sector 104,5556.0,2,2,1,1.0,New Property,house,795.0,1,0,0,1,1,0,44,"28.4788° N, 76.9960° E",28.4788,76.996
godrej,2.5,sector 79,11141.0,3,3,3+,5.0,Relatively New,flat,2244.0,0,0,0,0,0,0,0,"28.3624° N, 76.9787° E",28.3624,76.9787
independent,1.39,sector 28,11583.0,2,2,1,3.0,Old Property,house,1450.0,0,0,1,0,0,0,37,"28.4728° N, 77.0865° E",28.4728,77.0865
shapoorji pallonji joyville gurugram,1.77,sector 102,9195.0,3,3,3,1.0,Relatively New,flat,1653.0,0,0,0,0,0,0,151,"28.4750° N, 76.9715° E",28.475,76.9715
independent,0.7,sector 105,5833.0,3,2,2,1.0,Moderately Old,house,1200.0,0,0,0,0,0,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
puri emerald bay,2.49,sector 104,10163.0,3,3,3+,14.0,Relatively New,flat,2217.0,0,1,0,0,0,2,129,"28.4788° N, 76.9960° E",28.4788,76.996
emaar mgf the palm drive,2.85,sector 66,14615.0,3,3,3,11.0,Relatively New,flat,1950.05,1,0,0,0,0,2,67,"28.3925° N, 77.0541° E",28.3925,77.0541
emaar gurgaon greens,1.42,sector 102,8606.0,3,3,3,7.0,Relatively New,flat,1315.0,0,1,0,0,0,0,128,"28.4750° N, 76.9715° E",28.475,76.9715
independent,5.7,sector 2,22637.0,9,9,3+,3.0,Moderately Old,house,2430.0,0,0,0,1,0,2,0,"28.5095° N, 77.0320° E",28.5095,77.032
dlf the grove,6.0,sector 43,25000.0,4,4,2,1.0,Under Construction,flat,2667.0,0,1,0,0,0,2,49,"28.4629° N, 77.0772° E",28.4629,77.0772
housing apna enclave,0.39,sector 4,4105.0,2,2,1,1.0,Relatively New,flat,950.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
bestech park view city,2.65,sector 48,10323.0,4,4,3+,11.0,Moderately Old,flat,2134.0,1,1,0,0,0,2,174,"28.4177° N, 77.0359° E",28.4177,77.0359
independent,4.25,sector 27,31481.0,5,5,3+,3.0,Relatively New,house,1350.0,0,1,0,1,0,2,49,"28.4658° N, 77.0917° E",28.4658,77.0917
eden landmark,0.5,manesar,3847.0,2,2,0,7.0,Under Construction,flat,1300.0,0,0,0,0,0,0,0,"28.3515° N, 76.9428° E",28.3515,76.9428
rof ananda,0.55,sector 95,5500.0,3,2,2,14.0,New Property,flat,866.0,1,0,0,0,0,1,30,"28.4172° N, 76.9081° E",28.4172,76.9081
m3m heights,2.86,sector 65,14000.0,3,3,3,45.0,Under Construction,flat,2267.0,0,1,0,0,0,0,48,"28.4030° N, 77.0690° E",28.403,77.069
godrej icon,1.62,sector 88a,10018.0,3,2,3+,10.0,Relatively New,flat,1463.0,1,0,0,0,0,1,49,"28.4347° N, 76.9557° E",28.4347,76.9557
the lions cghs,2.05,sector 56,9534.0,4,4,3,7.0,Relatively New,flat,2000.0,0,1,0,0,1,2,49,"28.4245° N, 77.0991° E",28.4245,77.0991
smart world gems,1.1,sector 89,9972.0,2,2,2,3.0,New Property,flat,1226.0,0,0,1,0,0,0,77,"28.4253° N, 76.9439° E",28.4253,76.9439
adani aangan galleria,0.42,sector 89,4941.0,2,2,2,3.0,Relatively New,flat,769.0,0,0,0,0,0,0,0,"28.4253° N, 76.9439° E",28.4253,76.9439
brisk lumbini terrace homes,1.5,sector 109,6616.0,3,3,1,4.0,New Property,flat,2519.0,0,1,0,0,0,0,37,"28.5073° N, 77.0089° E",28.5073,77.0089
gls avenue 51,0.5,sector 92,7812.0,3,3,1,12.0,New Property,flat,711.0,0,0,0,0,0,1,95,"28.4079° N, 76.9153° E",28.4079,76.9153
bestech park view ananda,1.35,sector 81,7541.0,3,3,3+,8.0,Old Property,flat,1989.0,0,0,0,0,0,0,114,"28.3867° N, 76.9485° E",28.3867,76.9485
ambience creacions,1.65,sector 22,11956.0,2,2,2,9.0,Relatively New,flat,1200.0,0,0,0,1,1,1,133,"28.5072° N, 77.0640° E",28.5072,77.064
vatika signature villas,4.7,sector 82,21759.0,3,3,3+,3.0,New Property,house,2160.0,0,1,0,0,0,0,33,"28.3935° N, 76.9600° E",28.3935,76.96
tulip violet,1.36,sector 69,8618.0,3,3,1,12.0,Relatively New,flat,1291.0,0,0,0,1,0,0,95,"28.3966° N, 77.0341° E",28.3966,77.0341
imperia elvedor,0.55,sector 37c,8221.0,1,1,0,5.0,Relatively New,flat,669.0,0,0,0,0,0,0,0,"28.4515° N, 76.9882° E",28.4515,76.9882
chintamani,1.57,sector 103,8509.0,3,3,3,1.0,Relatively New,flat,1845.0,0,0,0,0,0,0,0,"28.4949° N, 76.9845° E",28.4949,76.9845
unitech vistas,0.99,sector 70,6325.0,3,4,2,11.0,Under Construction,flat,1416.0,0,0,0,0,0,0,0,"28.3968° N, 77.0233° E",28.3968,77.0233
shree vardhman flora,0.85,sector 90,4404.0,3,4,3,3.0,Relatively New,flat,1679.0,0,1,1,0,0,0,110,"28.4085° N, 76.9369° E",28.4085,76.9369
rof ananda,0.38,sector 95,6919.0,2,2,1,4.0,New Property,flat,610.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
mapsko mount ville,1.25,sector 79,7716.0,3,3,2,1.0,Relatively New,flat,1212.0,1,0,0,1,0,2,166,"28.3624° N, 76.9787° E",28.3624,76.9787
signature global city,0.8,sector 37d,8421.0,2,2,2,2.0,Under Construction,flat,860.0,0,0,0,0,0,0,42,"28.4478° N, 76.9703° E",28.4478,76.9703
independent,0.58,sector 4,9619.0,2,2,1,2.0,Moderately Old,house,67.0,0,0,0,1,1,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
tulip violet,1.7,sector 69,8623.0,4,4,1,12.0,Relatively New,flat,1783.0,0,0,0,0,0,0,88,"28.3966° N, 77.0341° E",28.3966,77.0341
independent,3.3,sector 57,19097.0,4,4,2,3.0,Moderately Old,house,1728.0,0,0,1,0,0,2,60,"28.4232° N, 77.0752° E",28.4232,77.0752
vatika sovereign next,3.85,sector 82a,7500.0,5,6,3+,6.0,New Property,flat,5711.0,0,1,0,1,0,0,148,"28.3858° N, 76.9686° E",28.3858,76.9686
dlf regal gardens,1.23,sector 90,7052.0,3,3,2,19.0,Relatively New,flat,1578.0,0,0,0,0,1,0,6,"28.4085° N, 76.9369° E",28.4085,76.9369
smart world orchard,2.6,sector 61,14723.0,3,3,2,2.0,New Property,flat,1765.94,0,0,0,0,0,0,47,"28.4050° N, 77.0963° E",28.405,77.0963
ramprastha the edge towers,0.8,sector 37d,8888.0,2,2,3,10.0,Relatively New,flat,1310.0,0,0,0,0,1,0,166,"28.4478° N, 76.9703° E",28.4478,76.9703
project mianwali colony,2.0,sector 12,14815.0,5,5,2,3.0,Old Property,house,1350.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
orchid petals,4.21,sector 49,11835.0,5,6,3+,14.0,Relatively New,flat,3219.0,0,1,0,1,0,0,35,"28.4121° N, 77.0480° E",28.4121,77.048
m3m skywalk,2.25,sector 74,12500.0,3,3,3,5.0,Relatively New,flat,1900.0,1,0,0,0,0,0,174,"28.4158° N, 77.0118° E",28.4158,77.0118
adani aangan galleria,0.25,sector 89,5000.0,1,1,1,6.0,New Property,flat,430.0,0,0,0,0,0,0,74,"28.4253° N, 76.9439° E",28.4253,76.9439
raheja vedaanta,0.7,sector 108,4651.0,2,2,2,12.0,Relatively New,flat,1505.0,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
independent,3.75,sector 54,26042.0,4,4,3,3.0,Moderately Old,house,1440.0,0,1,0,0,0,2,13,"28.4348° N, 77.1089° E",28.4348,77.1089
independent,5.5,sector 43,19298.0,8,7,3+,3.0,Moderately Old,house,2850.0,1,1,0,1,1,2,123,"28.4629° N, 77.0772° E",28.4629,77.0772
m3m golf hills phase 1,1.7,sector 79,10828.0,3,2,3,10.0,Relatively New,flat,1570.0,0,0,0,0,0,0,0,"28.3624° N, 76.9787° E",28.3624,76.9787
smart world orchard,1.5,sector 61,12500.0,2,2,2,2.0,Under Construction,flat,1333.0,1,0,0,0,0,0,49,"28.4050° N, 77.0963° E",28.405,77.0963
pivotal devaan,0.36,sector 84,7588.0,2,2,1,9.0,Relatively New,flat,531.0,0,0,1,0,0,1,80,"28.3979° N, 76.9736° E",28.3979,76.9736
greenopolis,0.65,sector 89,5195.0,2,2,2,15.0,Under Construction,flat,1390.0,0,0,0,0,0,0,37,"28.4253° N, 76.9439° E",28.4253,76.9439
m3m heights,3.67,sector 65,17990.0,3,3,2,27.0,Under Construction,flat,2040.02,0,1,0,0,0,0,43,"28.4030° N, 77.0690° E",28.403,77.069
pareena laxmi apartments,0.32,sector 99a,5786.0,2,2,2,11.0,New Property,flat,502.0,0,0,0,0,0,0,66,"28.4561° N, 76.9542° E",28.4561,76.9542
tulip violet,1.38,sector 69,8972.0,3,3,1,12.0,Relatively New,flat,1392.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
ansal housing highland park,0.88,sector 103,6429.0,2,2,3,3.0,New Property,flat,1232.0,0,0,0,0,0,0,52,"28.4949° N, 76.9845° E",28.4949,76.9845
raheja atharva,1.6,sector 109,5319.0,4,1,0,0.0,New Property,flat,3008.0,0,0,0,0,0,0,0,"28.5073° N, 77.0089° E",28.5073,77.0089
godrej oasis,1.45,sector 88a,8082.0,3,3,3,12.0,Relatively New,flat,1993.0,0,0,0,0,0,0,49,"28.4347° N, 76.9557° E",28.4347,76.9557
pareena coban residences,1.23,sector 99a,6159.0,3,5,3,5.0,Relatively New,flat,1807.0,0,1,0,0,0,0,99,"28.4561° N, 76.9542° E",28.4561,76.9542
la vida by tata housing,1.45,sector 113,11363.0,2,2,2,6.0,Relatively New,flat,1080.0,0,0,0,0,0,0,80,"28.5287° N, 77.0233° E",28.5287,77.0233
vatika sovereign park,3.25,sector 99,9672.0,4,4,3+,2.0,New Property,flat,3041.0,0,1,0,0,0,0,123,"28.4640° N, 76.9614° E",28.464,76.9614
indiabulls centrum park,1.34,sector 103,7486.0,3,3,3+,13.0,Relatively New,flat,1560.0,1,0,0,0,0,0,93,"28.4949° N, 76.9845° E",28.4949,76.9845
independent,3.0,sector 2,19268.0,6,4,3+,3.0,Old Property,house,1557.0,0,0,0,0,0,2,28,"28.5095° N, 77.0320° E",28.5095,77.032
la vida by tata housing,2.4,sector 113,10825.0,3,4,3+,5.0,Relatively New,flat,1940.0,0,1,0,0,0,0,49,"28.5287° N, 77.0233° E",28.5287,77.0233
nagata group housing society,0.85,sector 1,3695.0,3,3,3+,4.0,Relatively New,flat,2081.0,0,1,0,0,0,0,5,"28.3663° N, 76.9456° E",28.3663,76.9456
shree vardhman flora,0.8,sector 90,5925.0,2,3,2,0.0,Relatively New,flat,1350.0,0,0,0,0,0,0,60,"28.4085° N, 76.9369° E",28.4085,76.9369
central park flower valley aqua front towers,2.1,sector 33,11738.0,3,3,2,6.0,Under Construction,flat,1619.0,0,0,0,0,0,0,24,"28.4420° N, 77.0207° E",28.442,77.0207
tulip violet,2.0,sector 69,9583.0,4,4,2,0.0,Relatively New,flat,1889.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
dlf the ultima,2.35,sector 81,11233.0,3,4,3+,18.0,Relatively New,flat,1558.0,0,1,0,0,0,0,106,"28.3867° N, 76.9485° E",28.3867,76.9485
independent,5.75,sector 43,23663.0,4,4,2,4.0,Under Construction,house,2430.0,0,1,1,0,0,1,153,"28.4629° N, 77.0772° E",28.4629,77.0772
ss,2.14,sector 85,7610.0,4,4,3,6.0,Relatively New,flat,2300.0,1,1,0,1,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
tulip ivory,2.35,sector 70,9791.0,4,4,3+,8.0,Moderately Old,flat,2667.0,0,1,0,0,0,0,108,"28.3968° N, 77.0233° E",28.3968,77.0233
tulip violet,1.37,sector 69,8675.0,3,3,1,12.0,Relatively New,flat,1568.0,0,0,0,1,0,0,95,"28.3966° N, 77.0341° E",28.3966,77.0341
vatika sovereign park,3.2,sector 99,9922.0,4,4,0,5.0,Under Construction,flat,3225.0,0,0,0,0,0,0,23,"28.4640° N, 76.9614° E",28.464,76.9614
pyramid urban homes 2,0.5,sector 86,8319.0,2,2,1,2.0,Relatively New,flat,668.0,0,0,0,0,0,0,35,"28.3986° N, 76.9384° E",28.3986,76.9384
dlf city phase 1,5.5,sector 26,30556.0,4,4,3+,2.0,Moderately Old,house,1800.0,0,0,1,1,0,0,49,"28.4757° N, 77.1032° E",28.4757,77.1032
guru gram haryana cghs,1.38,sector 56,7225.0,3,3,3,5.0,Moderately Old,flat,1910.0,1,0,0,0,0,2,134,"28.4245° N, 77.0991° E",28.4245,77.0991
m3m sky lofts,0.9,sector 71,13177.0,1,1,0,6.0,New Property,flat,683.0,0,0,0,0,0,0,77,"28.4104° N, 77.0281° E",28.4104,77.0281
rof ananda,0.2,sector 95,5599.0,1,1,1,2.0,Relatively New,flat,407.0,0,0,0,1,0,0,53,"28.4172° N, 76.9081° E",28.4172,76.9081
supertech araville,0.8,sector 79,6178.0,2,2,3+,9.0,New Property,flat,1172.0,0,0,0,0,1,0,24,"28.3624° N, 76.9787° E",28.3624,76.9787
sare crescent parc,0.9,sector 92,4260.0,4,5,3+,3.0,Relatively New,flat,1805.0,0,1,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
paras quartier,7.5,gwal pahari,14018.0,4,4,3+,20.0,New Property,flat,4842.0,0,1,0,1,1,2,49,"28.4484° N, 77.0210° E",28.4484,77.021
rwa sector 46,3.5,sector 46,21605.0,4,4,2,2.0,Relatively New,house,1620.0,0,0,0,1,0,2,30,"28.4374° N, 77.0586° E",28.4374,77.0586
ss the leaf,1.2,sector 85,12371.0,2,2,2,4.0,Relatively New,flat,1190.0,0,1,1,0,0,0,81,"28.4042° N, 76.9513° E",28.4042,76.9513
bptp terra,1.5,sector 37d,8255.0,3,3,3,12.0,Relatively New,flat,1686.0,0,0,0,0,1,0,49,"28.4478° N, 76.9703° E",28.4478,76.9703
vatika sovereign park,2.45,sector 99,8812.0,3,4,3,1.0,New Property,flat,2516.0,0,1,0,0,0,2,165,"28.4640° N, 76.9614° E",28.464,76.9614
independent,0.82,sector 8,9111.0,2,3,3,2.0,Moderately Old,house,900.0,0,0,0,0,0,0,12,"28.3738° N, 76.8970° E",28.3738,76.897
dlf regal gardens,1.65,sector 90,7449.0,4,4,3+,8.0,Relatively New,flat,1900.0,0,0,0,0,1,0,79,"28.4085° N, 76.9369° E",28.4085,76.9369
independent,0.67,sector 4,9795.0,3,3,2,2.0,Relatively New,house,76.0,0,0,0,0,1,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
sidhartha ncr one,0.56,sector 95,4106.0,2,2,2,10.0,New Property,flat,1364.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
ss the leaf,1.77,sector 85,7350.0,3,4,3,6.0,Moderately Old,flat,1450.0,0,1,0,0,0,2,135,"28.4042° N, 76.9513° E",28.4042,76.9513
ramshanti cooperative society,1.76,sector 52,7242.0,4,4,3+,12.0,New Property,flat,2199.0,0,0,0,0,0,0,0,"28.4379° N, 77.0785° E",28.4379,77.0785
landmark house,2.75,sector 43,25463.0,3,3,1,2.0,Moderately Old,house,1080.0,0,0,0,1,0,0,21,"28.4629° N, 77.0772° E",28.4629,77.0772
tulip lemon,0.6,sector 69,10000.0,2,1,1,12.0,Relatively New,flat,667.0,0,0,0,0,0,0,23,"28.3966° N, 77.0341° E",28.3966,77.0341
signature the roselia,0.48,sector 95,7164.0,2,2,2,6.0,Relatively New,flat,744.0,0,0,0,0,0,0,16,"28.4172° N, 76.9081° E",28.4172,76.9081
indiabulls enigma,3.7,sector 110,10882.0,4,5,3,7.0,Relatively New,flat,3077.0,0,1,0,0,0,0,156,"28.5145° N, 77.0197° E",28.5145,77.0197
pyramid urban,0.6,sector 67a,8571.0,2,2,2,14.0,New Property,flat,633.0,0,0,0,0,0,0,15,"28.3960° N, 77.0372° E",28.396,77.0372
kiran residency,1.54,sector 56,8324.0,3,4,3+,5.0,Old Property,flat,1900.0,0,1,0,0,0,2,98,"28.4245° N, 77.0991° E",28.4245,77.0991
m3m the tree of life,2.35,sector 111,14551.0,3,3,3+,5.0,Under Construction,flat,1615.0,0,0,0,0,0,0,0,"28.5238° N, 77.0320° E",28.5238,77.032
antriksh heights,0.94,sector 84,7000.0,3,2,3+,10.0,New Property,flat,1222.0,1,0,0,0,0,2,89,"28.3979° N, 76.9736° E",28.3979,76.9736
tata primanti,5.25,sector 72,15648.0,4,4,3+,30.0,New Property,flat,3000.0,0,1,0,0,0,2,174,"28.4225° N, 77.0211° E",28.4225,77.0211
unitech harmony,2.6,sector 50,9590.0,3,4,2,15.0,Relatively New,flat,2700.0,0,1,0,0,1,2,174,"28.4178° N, 77.0628° E",28.4178,77.0628
independent,1.0,sector 7,8818.0,2,2,0,0.0,Old Property,house,126.0,1,0,0,0,0,0,7,"28.4644° N, 77.0143° E",28.4644,77.0143
bestech park view ananda,0.88,sector 81,8042.0,2,2,3,8.0,Relatively New,flat,1223.0,1,0,0,0,0,2,95,"28.3867° N, 76.9485° E",28.3867,76.9485
dlf city plots,19.0,sector 26,42054.0,6,6,3,2.0,Relatively New,house,4518.0,1,1,0,0,0,2,121,"28.4757° N, 77.1032° E",28.4757,77.1032
independent,2.55,sector 2,16378.0,3,3,2,2.0,Old Property,house,1557.0,0,0,0,0,0,0,8,"28.5095° N, 77.0320° E",28.5095,77.032
m3m golfestate,4.94,sector 65,16233.0,3,4,3,15.0,Moderately Old,flat,2754.0,0,1,0,0,0,0,165,"28.4030° N, 77.0690° E",28.403,77.069
ireo skyon,3.75,sector 60,13392.0,4,5,3,15.0,Relatively New,flat,2534.0,0,1,0,0,0,0,167,"28.4003° N, 77.0975° E",28.4003,77.0975
independent,4.0,sector 26,29630.0,4,4,3,2.0,Old Property,house,1350.0,0,0,1,0,0,0,41,"28.4757° N, 77.1032° E",28.4757,77.1032
independent,4.0,sector 11,19753.0,5,4,1,2.0,Moderately Old,house,2025.0,0,0,0,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
zara aavaas,0.2,sector 104,6645.0,1,1,1,3.0,Relatively New,flat,301.0,0,0,0,0,0,0,67,"28.4788° N, 76.9960° E",28.4788,76.996
alpha corp gurgaonone,2.2,sector 84,6406.0,4,4,3+,15.0,Relatively New,flat,3108.0,0,1,0,0,0,0,97,"28.3979° N, 76.9736° E",28.3979,76.9736
ss the leaf,1.06,sector 85,6343.0,2,2,2,12.0,Relatively New,flat,1512.0,0,0,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
nul,6.25,sector 25,34722.0,5,5,3,2.0,Moderately Old,house,1800.0,0,1,0,1,0,2,112,"28.4844° N, 77.0860° E",28.4844,77.086
vatika city homes,0.75,sector 83,5660.0,2,2,2,3.0,Relatively New,flat,1199.0,0,0,0,0,0,2,49,"28.3986° N, 76.9647° E",28.3986,76.9647
pioneer araya,9.14,sector 62,19488.0,4,6,3,16.0,Relatively New,flat,3932.0,1,1,1,0,0,2,146,"28.4139° N, 77.0886° E",28.4139,77.0886
signature global orchard avenue,0.4,sector 93,5479.0,2,2,0,0.0,Relatively New,flat,730.0,0,0,0,0,0,0,0,"28.4153° N, 76.9326° E",28.4153,76.9326
dlf new town heights,1.3,sector 90,6735.0,3,3,3+,10.0,Relatively New,flat,1929.0,0,1,0,1,0,2,129,"28.4085° N, 76.9369° E",28.4085,76.9369
emaar mgf emerald floors premier,2.8,sector 65,14177.0,4,4,3,2.0,Relatively New,flat,2194.0,1,1,0,0,0,2,108,"28.4030° N, 77.0690° E",28.403,77.069
shree vardhman victoria,1.64,sector 70,8410.0,3,5,3,8.0,Relatively New,flat,1527.0,0,1,0,0,0,0,126,"28.3968° N, 77.0233° E",28.3968,77.0233
pareena laxmi apartments,0.3,sector 99a,5424.0,2,1,2,5.0,New Property,flat,511.0,0,0,0,0,0,0,66,"28.4561° N, 76.9542° E",28.4561,76.9542
emaar gurgaon greens,1.45,sector 102,8787.0,3,3,3,8.0,Relatively New,flat,1300.0,0,1,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
pareena coban residences,1.02,sector 99a,8793.0,2,2,3,3.0,Relatively New,flat,1430.0,1,0,0,0,0,0,174,"28.4561° N, 76.9542° E",28.4561,76.9542
dhoot time residency,2.2,sector 63,12813.0,3,4,3+,8.0,Moderately Old,flat,1554.0,1,0,0,0,0,2,61,"28.3971° N, 77.0867° E",28.3971,77.0867
ireo victory valley,8.0,sector 67,22222.0,6,7,3+,3.0,Moderately Old,house,3600.0,1,1,1,1,0,2,151,"28.3859° N, 77.0608° E",28.3859,77.0608
not applicable,0.42,sector 4,5600.0,2,2,1,3.0,Relatively New,flat,833.0,0,0,0,0,0,2,26,"28.4738° N, 77.0107° E",28.4738,77.0107
hero homes,1.9,sector 104,11249.0,3,3,3,16.0,Under Construction,flat,1365.0,0,0,0,1,0,2,103,"28.4788° N, 76.9960° E",28.4788,76.996
